LAT,LON,SPEED,COURSE,HEADING,ELAPSED,DESTINATION,FLAG,LENGTH,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,L_FORE,W_LEFT,DWT,GT_SHIPTYPE,TYPE_IMG,TYPE_NAME,STATUS_NAME,ROT
29.218519,-55.942879,177,74,,16,,,,[SAT-AIS],8,TmpNeU1ETTROak15TURNNE5qTXlNQT09LXljam9uTy82a3podSt6Y2pXMjFURlE9PQ==,,,,,,8,Tanker,Underway using Engine,
29.596783,-169.3176,110,97,,384,CALLAO,CN,190,RUI NING 6,7,557796,32,166,15,53500,6,,,,
29.443993,-168.04527,105,102,,13,,,,[SAT-AIS],7,TlRRNU9UUXhOVFE1T1RReE5UUTVPUT09LVhnSnM5cVFJYU9taDc5ZlZRZXpvTGc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-4.4134631,-22.414524,162,129,,13,,,,[SAT-AIS],7,T0RFek5EWXlPREV6TkRZeU9ERXpOQT09LTJ6bmRqaGlJck0zS2RFUjBjVkd2S2c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
0.57480001,-82.174408,121,25,25,216,PABLB,LR,183,SEAWAYS LOOKOUT,8,992680,32,147,6,50136,88,,,,0
1.1624117,-81.850708,123,29,,16,,,,[SAT-AIS],8,TWpneE1Ua3lNamd4TVRreU1qZ3hNUT09LVRQY21vWlFYU2ZPL3J1M1Y4ajhtenc9PQ==,,,,,,8,Tanker,Underway using Engine,
33.041756,-144.60661,113,106,,13,,,,[SAT-AIS],7,TnpNek1qQTNOek16TWpBM056TXpNZz09LXE3UFM3Y0Z2cHIwMktYa2h5NFNlSXc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
43.754955,-68.094223,118,236,235,4,USBOS,MH,183,NEW ENGLAND,8,711764,27,148,13,37515,88,,,,0
29.36232,-10.186495,0,228,,209,,MA,0,SR SIDI IFNI,0,9894143,0,0,0,,,,,,
29.361666,-10.185,0,228,,16,,,,[SAT-AIS],0,T1RrNU5ESXpPVGs1TkRJek9UazVOQT09LXV5eFM4amd3QUsyeUtaQzAwK1VzdVE9PQ==,,,,,,0,Unspecified Ship,Default,
5.3843617,-95.579506,131,257,,13,,,,[SAT-AIS],7,TXpFNE9ERXdNekU0T0RFd016RTRPQT09LU5qRllQRWlSenl0MUZqYnN3RmhPQ0E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
29.474648,-87.500786,123,325,326,2,MOBILE,LR,278,MSC SYDNEY VI,7,133463,40,186,25,82514,11,,,,0
-0.38103166,-80.98336,110,17,16,381,PA BLB,LR,182,DINA F,8,460106,32,145,14,47401,71,,,,0
0.70722997,-80.651825,111,15,,14,,,,[SAT-AIS],8,TXpBeE9EZ3lNekF4T0RneU16QXhPQT09LUVNU1llRFZxNkZMemxIZzA4UE9STkE9PQ==,,,,,,8,Tanker,Underway using Engine,
55.592468,-6.1275167,165,248,251,1,GB PLN,GB,89,FINLAGGAN,6,197258,16,20,5,780,116,,,,0
1.3954051,-85.507736,2,229,,13,,,,[SAT-AIS],8,TWpreE9UazFNamt4T1RrMU1qa3hPUT09LVNwVjVJN1MyWWYxS3NzOWJ6UWUyTHc9PQ==,,,,,,8,Tanker,Underway using Engine,
25.764429,-32.258041,110,231,,14,,,,[SAT-AIS],7,T1RFek5UazNPVEV6TlRrM09URXpOUT09LWFXeFgwUzZmR2MrWGU0cnIwdzdjSVE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
36.945461,-13.595986,118,282,286,830,GI GIB > CABCO,LR,179,AGIA DYNAMI,7,758325,28,151,20,35220,6,,,,
37.566666,-16.995001,110,284,,13,,,,[SAT-AIS],7,TXpVM09EWTNNelUzT0RZM016VTNPQT09LWFjRGdIRmt2MHYyTnBqUFh3RTFCV2c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
39.529999,-47.771667,110,305,,13,,,,[SAT-AIS],8,TkRBM05qZzNOREEzTmpnM05EQTNOZz09LXJHdlZ5QmhaaGtaSjRpZGY1NnJnb1E9PQ==,,,,,,8,Tanker,Underway using Engine,
35.235348,-169.4558,106,86,85,1024,BALBOA-PANAMA,JP,199,JUNO AVENIR,7,6467941,32,171,19,60965,6,,,,0
35.243839,-165.77806,111,91,,14,,,,[SAT-AIS],7,TmpNNE9EQXhOak00T0RBeE5qTTRPQT09LTlHOFk5NzdtK0dWY1I3OTRhMGpvWlE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
12.233275,-99.570503,133,105,,13,,,,[SAT-AIS],8,TmpneE5UWTNOamd4TlRZM05qZ3hOUT09LThjdFErVDJ6bHRZR0t1cWhMRENvb0E9PQ==,,,,,,8,Tanker,Underway using Engine,
-1.0587183,-144.3279,146,15,,13,,,,[SAT-AIS],7,T0RVeU1EWTVPRFV5TURZNU9EVXlNQT09LWpNT2liM2dUTWRpRjhmQTNiSm9hU0E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
27.607592,-122.81913,128,131,,13,,,,[SAT-AIS],8,T0RBMU16QTJPREExTXpBMk9EQTFNdz09LXlnaVphZVMrbTZjS2VyZUJRN0pwZGc9PQ==,,,,,,8,Tanker,Underway using Engine,
53.21151,-131.98895,0,90,58,7,A.B.<>SKG,CA,71,KWUNA,6,379844,14,36,10,79,116,,,,2
47.103142,-124.83712,123,162,160,2,US PDX,SG,182,HANDY TRADITION,7,8896445,31,156,11,40100,6,,,,
44.195232,-26.126583,81,3,,13,,,,[SAT-AIS],2,TlRBNE1qUXpOVEE0TWpRek5UQTRNZz09LTNuMnRmcTZMSXhsWENQVWM3Y0tjdWc9PQ==,,,,,,2,Fishing,Engaged in Fishing,
13.542755,-94.66761,136,298,298,54,KRUSN,MH,182,HAFNIA TOPAZ,8,4156995,32,147,11,49561,88,,,,0
13.61274,-94.807335,135,297,,13,,,,[SAT-AIS],8,TlRJek56QXpOVEl6TnpBek5USXpOdz09LVhOcW9Ncy9yUnpLdmlvK0llNGg3UlE9PQ==,,,,,,8,Tanker,Underway using Engine,
34.069901,-160.10333,110,275,274,1190,JP KSM,MH,199,APOLLO.GR,7,4216424,32,172,10,60437,6,,,,-8
34.220505,-164.52364,111,274,,14,,,,[SAT-AIS],7,TnpFeE9UYzNOekV4T1RjM056RXhPUT09LTdYczFuOVliOW5qVFA5Q290b1E3N1E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
6.9543028,-79.503891,136,184,,196,PABAL>ECESM,LR,183,VASILIKO,8,9297756,32,149,12,49999,88,,,,
6.2970319,-79.545746,126,180,,14,,,,[SAT-AIS],8,TnpVeU9EQTBOelV5T0RBME56VXlPQT09LVREUUJoSkZOejdSM3J1RExVWUhWMXc9PQ==,,,,,,8,Tanker,Underway using Engine,
24.619957,-110.05141,103,40,38,21,TOPOLOBAMPO,CY,142,SANTA MARCELA II,7,145033,23,21,21,5088,12,,,,0
24.635748,-110.03644,103,40,,13,,,,[SAT-AIS],7,TXpVek5qVXlNelV6TmpVeU16VXpOZz09LU5LRlloSXJjd1FCb2RBbXp2WXhYMnc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
41.580299,-11.841572,100,207,208,1,RUULU>BRARB,LR,178,AGIA DOXA,7,413100,28,149,19,33261,9,,,,0
22.130062,-86.967804,118,277,,655,COCTG - MX VER,LR,277,GSL ARCADIA,7,757202,40,184,18,67580,11,,,,
22.195,-89.40667,120,263,,13,,,,[SAT-AIS],7,TlRFd01EazJOVEV3TURrMk5URXdNQT09LUd1RzdHWkZLa1Vsb04xU0VSbExNWUE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
40.534973,-33.525791,172,62,,424,BEZEE,SG,188,MATHILDE SCHULTE,7,1799632,30,170,15,30337,11,,,,
41.499458,-31.259647,172,62,,13,,,,[SAT-AIS],7,TVRRMU9ETXhNVFExT0RNeE1UUTFPQT09LXduL3FJbDg2M0lvUWpqK1ZNeEpEOHc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-10.137577,-118.96155,45,170,,13,,,,[SAT-AIS],2,TVRReE9UTXlNVFF4T1RNeU1UUXhPUT09LTVINksxMlRCY3IzNDRYMktpWkVTanc9PQ==,,,,,,2,Fishing,Underway using Engine,
27.799788,-170.85857,196,262,,14,,,,[SAT-AIS],7,TXpjeE16YzNNemN4TXpjM016Y3hNdz09LU1ZR2hzcjAwNHVreC85bkpwSE0zL1E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
13.870283,-90.721535,8,190,92,4,GTPRQ,SG,334,WAN HAI A19,7,9583599,51,112,20,144572,11,,,,2
27.134626,-39.844982,138,252,,14,,,,[SAT-AIS],7,T1RneE9UYzFPVGd4T1RjMU9UZ3hPUT09LTZDQzBiK1FlRWlybkNtNUFzOWFGK1E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
29.092514,-161.04898,121,272,,13,,,,[SAT-AIS],7,T1RFMU9ESTBPVEUxT0RJME9URTFPQT09LUhtZ0o3ejlDRm51Vy9JY1pwTVFQUnc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
46.288921,-61.935493,148,226,225,1,CHARLOTTETOWN,NO,228,VIKING MARS,6,6896881,32,33,16,4900,23,,,,0
10.861457,-64.092339,0,355,,4,TO ORDER,GY,183,FOUR PLUS,8,475472,32,148,10,44983,88,,,,
14.772324,-94.764839,141,108,108,761,GTPRQ,LR,333,KOTA SANTOS,7,151723,42,261,25,100948,11,,,,-2
13.91,-92.01667,120,109,,13,,,,[SAT-AIS],7,T1RNeU5UVTNPVE15TlRVM09UTXlOUT09LTkvSWlZYUE0UUU2alIrV3dFdHFTWlE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-10.04195,-131.79073,37,180,,13,,,,[SAT-AIS],2,TmpjeU5qTTFOamN5TmpNMU5qY3lOZz09LWZHLzd0ZGN4S0ZIZGp0NU9GWXpwNlE9PQ==,,,,,,2,Fishing,Underway by Sail,
23.039961,-111.45978,146,308,,85,CN YNT,SG,230,GAS ORCHID,8,9675890,36,189,14,64092,19,,,,
23.224695,-111.71719,148,306,,13,,,,[SAT-AIS],8,TlRBNE5qTXdOVEE0TmpNd05UQTROZz09LUExSlhFOWxHWnh5bUxZSDQwZyswMHc9PQ==,,,,,,8,Tanker,Underway using Engine,
26.041977,-21.661402,128,24,,16,,,,[SAT-AIS],8,T1RNd09EWTRPVE13T0RZNE9UTXdPQT09LWlXOG95UFpJZHA3ZFZNbVJsY1krZ1E9PQ==,,,,,,8,Tanker,Underway using Engine,
43.275127,-79.797783,0,347,197,4,THUNDER BAY,CA,226,ALGOMA STRONGFIELD,7,3534817,23,204,17,39069,6,,,,0
8.2904034,-86.817734,166,106,,221,PABLB,LR,229,VIVIT ALTAIS,8,5922314,32,189,12,50703,19,,,,
8.013628,-85.887321,163,105,,13,,,,[SAT-AIS],8,TXprME1USTNNemswTVRJM016azBNUT09LXNHOGVLMWR1MFY3WVVWWXV2WXRmVmc9PQ==,,,,,,8,Tanker,Underway using Engine,
11.129017,-76.213898,120,327,,223,CARTAGENA,MH,179,ETHRA 1,7,373446,28,163,23,32688,6,,,,
11.715,-76.601669,120,327,,16,,,,[SAT-AIS],7,TmpZMk5qY3hOalkyTmpjeE5qWTJOZz09LWM2dTFrdWo3V0I1cHd0cVZvSThUY2c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
61.732105,-4.8766966,30,275,278,2,RESEARCH CH.16,NO,77,G.O.SARS,3,304302,18,18,9,1308,59,,,,
27.399275,-157.62003,183,287,,13,,,,[SAT-AIS],7,TkRZeU1qSTBORFl5TWpJME5EWXlNZz09LTFsVlNHNW1tUlZ4SFRtOWhod2luOXc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
49.740788,-124.92326,0,217,286,1,LIT.RIVER<>WESTVIEW,CA,107,SALISH ORCA,6,4430016,24,54,12,864,116,,,,0
48.203335,-33.998333,100,256,,14,,,,[SAT-AIS],7,TmpnMU1UTTBOamcxTVRNME5qZzFNUT09LVBhWFdPQzZtV2tFNTBlSGwxMjlKT1E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
21.468325,-116.10516,110,285,,13,,,,[SAT-AIS],7,TWpJeE5qZzFNakl4TmpnMU1qSXhOZz09LWZCM2kyUm9lQm1Sd0x0dDhnSE9kdXc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-9.2740517,-22.246012,171,125,125,1143,OPEN SEA FOR ORDERS,MT,299,CLEAN CAJUN,8,6922659,48,239,15,107662,18,,,,0
-12.342016,-17.767231,172,124,,16,,,,[SAT-AIS],8,TXpFNU5EZ3lNekU1TkRneU16RTVOQT09LTFDL1MxUEVyMXNMVlA0dTRJTnpjbGc9PQ==,,,,,,8,Tanker,Underway using Engine,
22.145504,-110.56493,136,295,294,1032,PABLB>>CNSGHY,SG,335,MAERSK EL BANCO,7,8722444,51,113,38,152237,11,,,,-1
23.563864,-114.52035,141,290,,13,,,,[SAT-AIS],7,T1RNeU5EQTBPVE15TkRBME9UTXlOQT09LWxnMjQreEVZZUdXR3JMT3VFL1Y5MFE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
36.912487,-41.527039,95,135,,13,,,,[SAT-AIS],7,T0RBNE1UazVPREE0TVRrNU9EQTRNUT09LXdiN0lQOGF3cUVOdFAzck9MYW1WS3c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
13.345545,-94.201897,173,118,116,2,PAROD,LR,366,MSC ELENOIRE,7,8836655,51,116,35,171086,11,,,,0
17.751986,-102.56257,190,269,270,150,MXLZC-CNSGH,DK,299,MAERSK LIMA,7,687500,45,225,26,106043,11,,,,
17.753653,-103.30558,188,270,,13,,,,[SAT-AIS],7,TlRJM056YzJOVEkzTnpjMk5USTNOdz09LW0wam5uZWNjKysvcVNLQjkyakRaUGc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
3.8989067,-99.262932,128,135,,13,,,,[SAT-AIS],7,TmpVd05UZzROalV3TlRnNE5qVXdOUT09LVJNOVFMNXNNKytYblFmOUJ6OFovU2c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
40.000225,-175.90791,88,272,,14,,,,[SAT-AIS],8,Tnpjek5qazROemN6TmprNE56Y3pOZz09LXBuOEppRnk2eGpMamxZUWxJSWkzSlE9PQ==,,,,,,8,Tanker,Underway using Engine,
18.012247,-104.21261,141,288,,490,JPCHB,PA,226,SUMMIT RIVER,8,458044,37,186,22,52991,19,,,,
18.553915,-106.12627,148,285,,13,,,,[SAT-AIS],8,TWpRM01EazJNalEzTURrMk1qUTNNQT09LTMwL1AwOUU1U1BVUXZSRXJuY3RwNnc9PQ==,,,,,,8,Tanker,Underway using Engine,
40.490185,-11.539885,133,345,345,1,"ST PETESBURG,RU",TV,183,BREEZE,8,308625,32,149,22,45780,88,,,,0
-2.0481184,-28.19286,90,208,,13,,,,[SAT-AIS],3,T1RNeE5UUTBPVE14TlRRME9UTXhOUT09LWxLZU53MEdDTytvVEJCd0hWcTN1MWc9PQ==,,,,,,3,Tugs & Special Craft,Underway using Engine,
8.7347202,-87.340736,196,109,113,2,PAPTY,PT,299,MSC ANTONELLA,7,3912526,48,223,19,110800,11,,,,1
23.011667,-130.15666,150,119,,13,,,,[SAT-AIS],8,TXpZMk5qZzBNelkyTmpnME16WTJOZz09LU05ZG0zb1ZScGd0OEcvaGZhYlM3VlE9PQ==,,,,,,8,Tanker,Underway using Engine,
-1.9596471,-44.009815,65,59,,534,BR PMA > CN DJK,HK,360,PACIFIC WARRIOR,7,732356,65,326,27,400398,8,,,,
-1.7133334,-42.959999,90,95,,13,,,,[SAT-AIS],7,TVRVd05UTTNNVFV3TlRNM01UVXdOUT09LWw0dGNXY1VBM3R5V2d4TXFvMG4vL1E9PQ==,,,,,,7,Cargo Vessel,Constrained by her Draught,
32.443649,-175.93034,115,257,,13,,,,[SAT-AIS],7,TVRRNE16RTFNVFE0TXpFMU1UUTRNdz09LWwyb1FJbHhKZlJEUXBGUUVvaGZwc1E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
58.572906,-135.08772,79,172,170,2,ICY STRAIT POINT,BS,258,NORWEGIAN SUN,6,374197,36,39,16,7100,23,,,,0
13.464976,-91.237488,108,44,,16,,,,[SAT-AIS],8,TmpjMU5UTTBOamMxTlRNME5qYzFOUT09LXVkc2xPMWhVZTZTVnpnY0cwaXVPV2c9PQ==,,,,,,8,Tanker,Underway using Engine,
-3.5483334,-85.073334,80,,,13,,,,[SAT-AIS],2,TXpreE5qTXhNemt4TmpNeE16a3hOZz09LUtVWnA2L1FSZ09sMHB2NXNBcm44V0E9PQ==,,,,,,2,Fishing,Restricted Manoeuvrability,
60.435055,-6.4646349,91,179,180,2,FISHING GROUND,NO,55,VEIDAR,2,5394172,13,30,7,0,37,,,,
16.220505,-101.33099,135,294,,11,CNLYG,LR,229,STL PEARL,8,7331153,36,186,13,64012,195,,,,
6.3336501,-101.78637,126,133,,14,,,,[SAT-AIS],8,TkRReU9ETXpORFF5T0RNek5EUXlPQT09LXFsMTVValBpZ1VCanJvWExDb1VUbGc9PQ==,,,,,,8,Tanker,Underway using Engine,
-10.416017,-88.375748,111,290,,13,,,,[SAT-AIS],7,T0RVNU56Y3dPRFU1Tnpjd09EVTVOdz09LUVhNGVIam9wNEE1dDQ2RHB4ckZxdnc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
45.986271,-52.197025,155,95,91,150,CA MTR>ES ALG,LR,259,ARICA EXPRESS,7,3253,37,203,23,58026,11,,,,10
45.961666,-51.386665,150,89,,16,,,,[SAT-AIS],7,TkRJMk1EZzJOREkyTURnMk5ESTJNQT09LWJBT1daYnB0UnczVjNkSWY0Rk14d1E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
13.393773,-169.53418,146,123,,14,,,,[SAT-AIS],7,T0RVME5qazRPRFUwTmprNE9EVTBOZz09LUpsNWdIcnFQNERmck9LY1FPbEwvc0E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
27.620361,-133.52592,155,288,,13,,,,[SAT-AIS],7,TmpZME5qWXpOalkwTmpZek5qWTBOZz09LTJoM25ZRnpYdHpERzAvNnZERngyYWc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
2.8295801,-30.658541,98,19,,13,,,,[SAT-AIS],7,T0RRNE9EQTJPRFE0T0RBMk9EUTRPQT09LVhiRGxuY1UrQ1FLOXVWaitmS1Fwbmc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-3.3167,-20.284315,88,131,,13,,,,[SAT-AIS],7,TVRZM01qQTRNVFkzTWpBNE1UWTNNZz09LVB3bkQ4ckFNM0ZsYTREU25VQ2tiT3c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
28.763346,-53.241268,118,230,,16,,,,[SAT-AIS],7,TVRFNU5qVTRNVEU1TmpVNE1URTVOZz09LXBIK2hlMXRLSTZabXd6enV1aEFBRlE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
19.451555,-105.56783,187,124,124,49,MANZANILLO,SG,366,ZIM MOUNT EVEREST,7,7629805,51,111,21,160978,11,,,,0
19.344326,-105.40318,188,122,,13,,,,[SAT-AIS],7,TkRnM09USTNORGczT1RJM05EZzNPUT09LWpWMXAzdCt1QW5nVGc4aWhJMkdQSVE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
19.6856,-106.40392,140,121,121,48,MXLZC,SG,366,CMA CGM CHILE,7,5932993,51,110,29,157000,11,,,,-1
19.615284,-106.28451,140,122,,14,,,,[SAT-AIS],7,TWpFMU1UZ3lNakUxTVRneU1qRTFNUT09LWc5ekhEZ1dsNWZzdU9pUTNIcXI3MGc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
0.17656167,-50.781914,83,87,83,561,ALUMAR-MA,BR,229,CASTILLO SANTA MARIA,7,421626,32,199,13,81805,6,,,,0
0.94545168,-49.711895,95,35,,13,,,,[SAT-AIS],7,TXpjME5qa3hNemMwTmpreE16YzBOZz09LTRtUWU2WUhDMmhmdG0wZ2x0c0l0blE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
10.483334,-54.666668,120,120,,13,,,,[SAT-AIS],7,TWpnd01qQTVNamd3TWpBNU1qZ3dNZz09LTVpS0JUeVBjUW8wcVNMR0daNDRyOVE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
65.838104,-53.111805,121,56,58,1200,MILITARY OPS,DK,72,HDMS KNUD RASMUSSEN,3,159211,15,30,7,,,,,,
65.925003,-51.68,0,58,,16,,,,[SAT-AIS],3,TnpnM05qSTROemczTmpJNE56ZzNOZz09LUhiaVBiK0hwK2FZVTFsNVdDR2RTS1E9PQ==,,,,,,3,Tugs & Special Craft,Underway using Engine,
31.004713,-157.75693,121,269,266,361,CNZOS,MH,199,NS GUANGZHOU,7,7645079,32,174,22,64194,6,,,,5
31.000099,-159.12849,120,267,,13,,,,[SAT-AIS],7,TlRVd056azBOVFV3TnprME5UVXdOdz09LSttTElMSFdRT1YzZ0FQZkh4Q29IeFE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
1.8140383,-129.00453,120,286,,13,,,,[SAT-AIS],7,TkRJeE9EVTVOREl4T0RVNU5ESXhPQT09LVlXZmlSV1VnR0owaHBVZFRnb0xiSnc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
43.070877,-145.04993,123,115,,13,,,,[SAT-AIS],8,TXpFM05EVXdNekUzTkRVd016RTNOQT09LUJFaER3ZFFpcUFUM0VaT29zZ3RPcHc9PQ==,,,,,,8,Tanker,Underway using Engine,
36.032768,-8.516077,111,271,269,1,CORPUS CHRISTI,LR,332,BOSTON,8,755524,60,280,30,299996,17,,,,
-1.5937784,-3.9540017,128,288,,16,,,,[SAT-AIS],8,TnpjNE1qazFOemM0TWprMU56YzRNZz09LUpUTjExTG1vVk9MTUt5TzhGN0hSelE9PQ==,,,,,,8,Tanker,Underway using Engine,
29.6817,-44.490665,178,75,,14,,,,[SAT-AIS],7,TVRNMU5ERTNNVE0xTkRFM01UTTFOQT09LVZPcVk0YUZSYUtoVU1WV1MvQy9mdlE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
38.210453,-40.74284,176,244,,14,,,,[SAT-AIS],8,TWpZMk1UTXhNalkyTVRNeE1qWTJNUT09LVdDUWJRaTVMVkkvUENldC9ZbW9idXc9PQ==,,,,,,8,Tanker,Underway using Engine,
23.590557,-112.08915,111,320,,276,US SEA,SG,199,NORD KANMON,7,5456788,32,168,21,60114,6,,,,
24.225113,-112.6637,115,321,,13,,,,[SAT-AIS],7,TmpnME56VTROamcwTnpVNE5qZzBOdz09LTNFYTRTTU1xOWRON25TT1pWdVZza0E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
24.176666,-153.53667,150,291,,13,,,,[SAT-AIS],8,TkRFeE1EVTJOREV4TURVMk5ERXhNQT09LURhN0V3cmplbm1KODN4OThSb2tUZGc9PQ==,,,,,,8,Tanker,Underway using Engine,
-2.1882768,-166.76437,176,289,,13,,,,[SAT-AIS],7,T0RVNU5URTFPRFU1TlRFMU9EVTVOUT09LVhZOGtyb0RjUVFNRzFISnNNNHQrdlE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
6.6629348,-48.127174,123,302,,13,,,,[SAT-AIS],8,TkRjeE1qSXdORGN4TWpJd05EY3hNZz09LUlYY1FPVkwyRG1QWGcrdUdCOXhwalE9PQ==,,,,,,8,Tanker,Underway using Engine,
17.190317,-120.5034,155,266,,13,,,,[SAT-AIS],8,TWpFeE56VTRNakV4TnpVNE1qRXhOdz09LURhU29iUG10ZEhhNUgwMTVxbitQNkE9PQ==,,,,,,8,Tanker,Underway using Engine,
37.923332,-137.28999,160,279,,16,,,,[SAT-AIS],7,TnpZeE9EWXlOell4T0RZeU56WXhPQT09LUFsaDlycHlZa01uQm0vUFJmSDNhb1E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
39.600536,-36.239712,153,66,,3,NL VLI,PA,229,PERTAMINA GAS CASPIA,8,8518350,37,187,19,58257,19,,,,
0.59393197,5.2505722,50,304,,8,SAO TOME ANCHORAGE,NO,112,SW EMPRESS,3,3390342,25,33,11,4200,59,,,,
11.023332,-75.86911,6,249,115,14,COCTG,MH,299,CELSIUS GRANADA,8,8931064,46,237,21,92385,18,,,,0
7.8975778,-53.739525,146,298,,1204,NEW ORLEANS,MH,189,PMS EDELWEISS,7,200864,32,168,19,57893,6,,,,
9.9916668,-57.653332,120,300,,13,,,,[SAT-AIS],7,TlRnNU5qa3lOVGc1TmpreU5UZzVOZz09LVFFM0JYcFY2TXhMRG45RTFiSVJsYkE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
11.580274,-75.106903,166,248,248,9,PTSIE > PACTB,MT,272,GREENVILLE,7,8884123,43,108,15,93802,11,,,,0
50.724754,-127.47912,0,153,190,7,PORT HARDY,CA,74,CCGS ATLANTIC RAVEN,3,381830,18,18,8,2865,28,,,,
3.8641734,-3.7781451,12,98,176,53,MAPTM02>TGLFW,DK,294,MAERSK BROWNSVILLE,7,156177,32,160,16,61669,11,,,,
3.8648851,-3.7660699,10,73,,13,,,,[SAT-AIS],7,TVRJMU5qZzJNVEkxTmpnMk1USTFOZz09LXZ5MTk2cXlrNVlNSGdqL3ZBRFBhUUE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
30.396004,-81.567993,0,227,147,3,GI GIB > US JAX,PH,200,OSHIMA JAPAN,7,6769643,32,172,20,62661,6,,,,0
18.594713,-104.2199,202,141,142,612,GTPRQ,LR,335,IQUIQUE EXPRESS,7,8812986,51,113,35,139550,11,,,,0
16.441668,-101.52666,200,114,,13,,,,[SAT-AIS],7,T0Rjek1UWTJPRGN6TVRZMk9EY3pNUT09LU1oc3dJL0V3L1lHd1J1U0o5WGxTSHc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
49.678673,-126.12409,0,322,159,3,GOLD RIVER,CA,69,RONJA ISLANDER,2,4781994,12,18,2,2200,84,,,,
8.4519787,-56.939754,126,35,36,284,PROSPERITY,PT,274,MONTESTENA,8,300012,48,232,25,159372,17,,,,0
9.2339087,-56.398647,125,35,,13,,,,[SAT-AIS],8,TkRrME9UazBORGswT1RrME5EazBPUT09LVdDQmpxSVY5WGNURFl2YmdwelVRa2c9PQ==,,,,,,8,Tanker,Underway using Engine,
8.7552013,-43.017387,118,97,,15,,,,[SAT-AIS],7,TlRZek5ESXlOVFl6TkRJeU5UWXpOQT09LVhEUCszRTRRRW1mOUEzUzhWRkVrM3c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
40.708336,-12.413675,78,226,231,3,IN FISHING ZONE,PT,24,VIANEZ,2,103812,6,10,4,0,37,,,,
11.483243,-67.375908,118,282,282,1,FOR ORDERS,OM,248,LAVENDER,8,753970,43,215,29,115849,17,,,,0
43.214481,-150.00728,96,246,,5,US-COB > JPN-KRE,VU,183,GLOBAL DISCOVERY,7,3372215,30,157,20,37931,6,,,,
0.27250665,-85.635101,111,36,,13,,,,[SAT-AIS],7,TkRJd01ESXpOREl3TURJek5ESXdNQT09LWlGRnFiMWFDL1h3WHFZQjRuWXNUYkE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
19.509966,-107.99356,156,299,,1419,NINGBO,HK,336,SEASPAN THAMES,7,687436,48,243,31,115304,11,,,,
22.318333,-113.75,150,306,,13,,,,[SAT-AIS],7,T1RReE16SXlPVFF4TXpJeU9UUXhNdz09LTllOEpzTGwvVitQQm9XZ3ZMcDJHRmc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
7.6772432,-85.076981,123,152,,1352,CHARCOAZUL BALBOA,PA,68,BARAKA,2,461415,12,65,6,1200,37,,,,
