LAT,LON,SPEED,COURSE,HEADING,ELAPSED,DESTINATION,FLAG,LENGTH,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,L_FORE,W_LEFT,DWT,GT_SHIPTYPE,TYPE_IMG,TYPE_NAME,STATUS_NAME,ROT
-18.790031,-10.39571,167,127,,53,,,,[SAT-AIS],7,TXpZM01USXhNelkzTVRJeE16WTNNUT09LStiWTNtSElkNmR5MmlZTFpxM2srNXc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
7.3456621,-51.611904,150,299,,565,JMKIN,MT,183,MINERVA XANTHE,8,4267792,32,145,8,50921,88,,,,
8.5692348,-53.554451,155,303,,47,,,,[SAT-AIS],8,TVRJd056STBNVEl3TnpJME1USXdOdz09LW9jVFNkUEQ0d2xNZ0ljUm1NZ0poSXc9PQ==,,,,,,8,Tanker,Underway using Engine,
6.5539379,-53.819817,86,119,,144,VILA DO CONDE,PA,179,SANTAMARIA,7,416054,28,153,22,34931,6,,,,
6.4433331,-53.643333,80,123,,58,,,,[SAT-AIS],7,TVRrNE56azJNVGs0TnprMk1UazROdz09LWZKajFqRHM3UnYzL1ptWEgzRXE1T0E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-49.636665,-61.013332,90,43,,59,,,,[SAT-AIS],2,TmpZNU5qZzROalk1TmpnNE5qWTVOZz09LXBESVFzbi9yWDNubW93S3hZUGU4UFE9PQ==,,,,,,2,Fishing,Underway using Engine,
-23.922968,-39.628471,116,95,,537,CNTAO,SG,339,ASIAN PROGRESS VI,8,5842176,60,288,27,312328,17,,,,
-24.088333,-37.970001,110,96,,60,,,,[SAT-AIS],8,TnpZd09EWTBOell3T0RZME56WXdPQT09LTNBbUxMZFZPRWJmMk4xSFZFam1OWlE9PQ==,,,,,,8,Tanker,Underway using Engine,
6.3589234,-48.178001,162,330,,47,,,,[SAT-AIS],8,TXpZM05qRXdNelkzTmpFd016WTNOZz09LXpuYmQvWmNFeE8xZHBWVG9uQitsRUE9PQ==,,,,,,8,Tanker,Underway using Engine,
-39.871056,-43.608696,126,118,,64,,,,[SAT-AIS],8,TWpBNU1UWXpNakE1TVRZek1qQTVNUT09LUxCZUEzNmJnVE5uTjJUUG91UytVVkE9PQ==,,,,,,8,Tanker,Underway using Engine,
-34.059406,-31.258814,118,270,,60,,,,[SAT-AIS],7,T1RZek1qSTFPVFl6TWpJMU9UWXpNZz09LW5JdDBLcXp1UTczbUJrblp5dHFCVXc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-0.107635,-47.525288,136,0,4,235,BRSTM,CY,182,SHAMAL,8,371610,40,154,9,64834,71,,,,4
0.57871002,-47.854355,151,325,,47,,,,[SAT-AIS],8,TnpJeU9EQTBOekl5T0RBME56SXlPQT09LVZMSDUyTHFiS1RlWS9JNzVJQWZYVmc9PQ==,,,,,,8,Tanker,Underway using Engine,
5.0683331,-49.466667,100,118,,58,,,,[SAT-AIS],8,T0RNME16Y3lPRE0wTXpjeU9ETTBNdz09LXJlaUt3NWsvQWs4U25NMld5QzNRRXc9PQ==,,,,,,8,Tanker,Underway using Engine,
-27.140896,-109.43948,1,168,,52,,,,[SAT-AIS],7,TWpNM016RTFNak0zTXpFMU1qTTNNdz09LVkwMUE4dFZrOThsdWFUc2ExZ0RBRVE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-3.8864117,-179.63315,40,18,,67,,,,[SAT-AIS],0,TnpBd05qQTROekF3TmpBNE56QXdOZz09LVZRZE5ZWHNhR29SbUN1WWpoT0x6Wmc9PQ==,,,,,,0,Unspecified Ship,Default,
-3.6585684,-2.8206334,106,228,,57,,,,[SAT-AIS],7,TlRVME5qSTJOVFUwTmpJMk5UVTBOZz09LXJGZ0V0ODVXRVNYOWVDV1F3NHVwTkE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
2.2900667,-38.587433,133,334,338,1257,CACBC,LR,183,RIVIERA,8,712529,32,149,9,51218,88,,,,0
6.5716667,-39.911667,130,344,,48,,,,[SAT-AIS],8,TWpjeE5qRTBNamN4TmpFME1qY3hOZz09LWZ1WE8wMHI0cXVNenMzU01wN3ovUGc9PQ==,,,,,,8,Tanker,Underway using Engine,
3.457365,-12.560115,113,262,,1278,BRVDC,SG,189,THOR COURAGE,7,457864,32,168,20,58693,6,,,,
3.0633333,-16.318333,110,263,,53,,,,[SAT-AIS],7,T1RFd056ZzBPVEV3TnpnME9URXdOdz09LXBQNWplY0wrTGZ3eFdBS3V1RzhsZEE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-45.633335,-73.635002,0,45,,58,,,,[SAT-AIS],7,TlRBek1UZ3hOVEF6TVRneE5UQXpNUT09LXI1T01vTlhvZ20vQXNxc2duTUdKRnc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-27.804735,-25.175827,106,111,,63,,,,[SAT-AIS],7,TkRZME5EVXdORFkwTkRVd05EWTBOQT09LTFnd294WUY5bXBpZnU5VjNTbzdVbFE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-46.261368,-59.985088,182,36,40,576,FOR ORDERS,GR,294,MARAN GAS AMPHIPOLIS,8,4079975,46,232,21,95194,18,,,,
-44.212872,-57.710754,173,38,,56,,,,[SAT-AIS],8,T0RVek1UUTNPRFV6TVRRM09EVXpNUT09LVVWbjZ5aW5ZVW45Z2dROVdDRWJrdkE9PQ==,,,,,,8,Tanker,Underway using Engine,
9.9160471,-88.155174,133,295,,740,PABLB>USRCH,BS,237,CALYPSO,8,6681204,44,204,18,111930,17,,,,
10.92921,-90.176834,121,297,,64,,,,[SAT-AIS],8,T0RnNE5EYzJPRGc0TkRjMk9EZzROQT09LWt0cFFEK010Q0tZTXdNTGVMMVNpVGc9PQ==,,,,,,8,Tanker,Underway using Engine,
-25.467482,-29.226019,116,114,,48,JAIGARH,MH,292,GENCO RESOLUTE,7,3571880,45,251,27,181060,6,,,,
-53.142727,-64.878029,113,103,,62,,,,[SAT-AIS],2,TnpneE5qSXdOemd4TmpJd056Z3hOZz09LStJQTVFa2poOVdkVWFQTDBpajhqdHc9PQ==,,,,,,2,Fishing,Underway by Sail,
9.6014833,-89.871056,123,301,303,445,PA BLB>MX LZC,SG,228,HAFNIA SHINANO,8,727187,32,190,22,76594,17,,,,0
10.349017,-91.079384,125,301,,48,,,,[SAT-AIS],8,TlRrNU1qQXdOVGs1TWpBd05UazVNZz09LWxmV2UyN0g2bVBDakhiMGt4RHhOS0E9PQ==,,,,,,8,Tanker,Underway using Engine,
9.5105152,-85.028168,156,244,243,947,GT PRQ,BS,189,DOLE ATLANTIC,7,3871535,30,165,6,27513,11,,,,
12.136189,-88.93293,190,308,,65,,,,[SAT-AIS],7,TlRNNE1UazBOVE00TVRrME5UTTRNUT09LW5LZ0J5WGJFRjFmbWhwSmtLVEJNN2c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-32.766788,3.9574616,121,287,,60,,,,[SAT-AIS],7,TlRJeE5ESXpOVEl4TkRJek5USXhOQT09LUxvaktNdkdIUUFZa2pDRmtaQUZ6alE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-46.391472,-75.858704,90,200,207,1150,SAN LORENZO,PA,183,PACIFIC ERA,8,459512,32,149,11,50057,88,,,,
-49.128166,-75.278816,133,220,,58,,,,[SAT-AIS],8,T0RBd09URXpPREF3T1RFek9EQXdPUT09LWxDMVR5SzhFUEw4ZUo1VE9YVmNnenc9PQ==,,,,,,8,Tanker,Underway using Engine,
-46.514854,-61.410114,13,69,,64,,,,[SAT-AIS],2,TXpVeE9EZzRNelV4T0RnNE16VXhPQT09LTZPZGVJTmZweXFpem05Z05aOHNOcHc9PQ==,,,,,,2,Fishing,Underway using Engine,
8.7642546,-89.648872,148,282,285,380,CN YNT,LR,230,GAS YONGJIANG,8,9613995,36,189,22,60454,19,,,,2
9.1116667,-91.048332,150,281,,48,,,,[SAT-AIS],8,TlRFeE16Y3dOVEV4TXpjd05URXhNdz09LVltUG82bm1KV29aWTI3VG93eHphenc9PQ==,,,,,,8,Tanker,Underway using Engine,
5.0623217,-46.744518,133,115,,46,,,,[SAT-AIS],8,TlRnek5UZ3pOVGd6TlRnek5UZ3pOUT09LTZSYWdrL0RucisrbW9ZN1crb1lZVnc9PQ==,,,,,,8,Tanker,Underway using Engine,
-14.718212,-22.056814,103,128,,63,,,,[SAT-AIS],7,TWpZeU56TTBNall5TnpNME1qWXlOdz09LVAzZVkwMGs5bjhmb0dXUGJmbDE0Qmc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-23.319149,-41.258293,1,351,28,142,RIO DE JANEIRO,BS,332,FPSO PEREGRINO,8,374100,58,279,33,307284,56,,,,0
-23.319054,-41.258499,1,95,,61,,,,[SAT-AIS],8,T0RrMk1EYzRPRGsyTURjNE9EazJNQT09LWRLZ2FRZW9NMDZjN1lxdlJDR3E1M0E9PQ==,,,,,,8,Tanker,Default,
-30.509373,-100.01538,162,105,,53,,,,[SAT-AIS],7,TXpReE5qazNNelF4TmprM016UXhOZz09LVREaVlHZ3ovZlp0UWh0K1NuRUtTTkE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-35.316666,-25.271667,120,89,,66,,,,[SAT-AIS],7,TlRFMk5EQXlOVEUyTkRBeU5URTJOQT09LUQvTUtxMytISXYyV2VUMnJHQXBmWmc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-35.086582,-26.678368,111,268,,63,,,,[SAT-AIS],7,TWpjMk16WTNNamMyTXpZM01qYzJNdz09LTE4TUVSMDVESjViUko3RWpBQVpVNWc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
7.1299429,-82.541161,162,107,,111,YTN>PNM,HK,322,OOCL ASIA,7,685587,42,245,29,105319,11,,,,
7.0401716,-82.265221,162,108,,48,,,,[SAT-AIS],7,TlRnek1EY3lOVGd6TURjeU5UZ3pNQT09LU84cXhzK1BuVkpRSHdQN01IVUZFZlE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-25.715378,-29.382799,96,116,,62,,,,[SAT-AIS],7,T1RFeE9UWTBPVEV4T1RZME9URXhPUT09LXQzSnM3WDdxZFNZMXRqR1paMnpvdWc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-24.034554,-32.240398,91,248,,1030,FOR ORDERS,MH,274,FRONT IDUN,8,1196663,48,231,22,157000,17,,,,
-24.997293,-34.749886,93,247,,63,,,,[SAT-AIS],8,TXpNMk1Ea3lNek0yTURreU16TTJNQT09LTJFUFBFb1NSeVBlL0grcmNvV0psa0E9PQ==,,,,,,8,Tanker,Underway using Engine,
2.5118368,3.9239032,116,65,66,96,FOR ORDERS,LR,274,PASCHALIS DD,8,5260148,48,225,28,159812,17,,,,
2.5683334,4.0566669,110,67,,52,,,,[SAT-AIS],8,TVRNMU1UazFNVE0xTVRrMU1UTTFNUT09LUQ1UmI0NFRlc0E2YzhUYVRNcVZrMVE9PQ==,,,,,,8,Tanker,Underway using Engine,
-14.371208,-1.20547,158,139,140,1186,SGSIN PWBGA,KR,400,HMM OSLO,7,6196183,61,128,27,228600,11,,,,0
-18.339344,2.0286317,153,141,,54,,,,[SAT-AIS],7,T0RZME56WTVPRFkwTnpZNU9EWTBOdz09LTVCSFpralBKSFN5OWI2VnlucjdtbkE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-17.69206,-72.477592,106,291,293,126,JPAXT,PA,190,SAKURA TIGER,7,8756085,32,164,16,58499,6,,,,0
-17.61924,-72.672997,103,289,,58,,,,[SAT-AIS],7,TmpZd01EVTBOall3TURVME5qWXdNQT09LW5YU08vam9HMDBrbkpFc0R1eXhZaHc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
10.137247,-92.672874,123,303,,62,,,,[SAT-AIS],8,TVRFMk56azFNVEUyTnprMU1URTJOdz09LUNvYWt3STRiRXkzYm55U2IzRmNHdHc9PQ==,,,,,,8,Tanker,Underway using Engine,
-33.403484,-77.31945,79,71,,58,,,,[SAT-AIS],3,T0RJNU5UWTNPREk1TlRZM09ESTVOUT09LTJhSVRNNUs1aVN2T0lralhQUUVpcnc9PQ==,,,,,,3,Tugs & Special Craft,Underway using Engine,
-8.9570065,-34.812424,131,204,203,1265,BRSSA,LR,179,MAI TAI,7,3369240,32,149,24,38792,6,,,,
-12.578317,-37.532066,138,224,,47,,,,[SAT-AIS],7,TmpJeU1qZzJOakl5TWpnMk5qSXlNZz09LXZhSWc4bFRHV2pNZE1XYk9BT00wNEE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
2.2833083,-20.19169,96,163,,67,,,,[SAT-AIS],2,TXpRd01EUTBNelF3TURRME16UXdNQT09LWkxd0h2Uy8yR1FyMElWZUxGckNSYUE9PQ==,,,,,,2,Fishing,Unknown,
4.2086382,-4.7189078,141,268,,57,LRMLW,PT,175,AS SELINA,7,758791,27,150,14,23295,11,,,,
4.2073598,-4.73946,141,265,,54,,,,[SAT-AIS],7,TnpVeU16VXhOelV5TXpVeE56VXlNdz09LW5IenBMNlF1aGdQVDArRGZJUmtwRXc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-26.551752,-38.020161,118,277,283,311,BR SSZ,LR,199,AMBER ETERNITY,7,8872303,32,177,22,63563,6,,,,2
-26.445,-38.915001,110,273,,59,,,,[SAT-AIS],7,T0RnMU16ZzJPRGcxTXpnMk9EZzFNdz09LTBYd0pHN0FOdlg5MWNmVVhnNDJkL1E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-7.1633334,-27.223333,120,124,,58,,,,[SAT-AIS],8,T1RneU9UQTNPVGd5T1RBM09UZ3lPUT09LUpIamNmNDlQZmorQ3FZbzc2RGdjd3c9PQ==,,,,,,8,Tanker,Underway using Engine,
-9.4916115,-3.5081799,177,144,,67,,,,[SAT-AIS],7,TXpneU16UXhNemd5TXpReE16Z3lNdz09LWk0NXlldDU1UndSZ3BuV0plZWpaUHc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-39.079998,-41.872066,96,103,,59,,,,[SAT-AIS],7,TXprMU56TXhNemsxTnpNeE16azFOdz09LXZVRHo3YlJUZ21IcUdZbHZkYkZ4UHc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-31.591667,-4.6966667,110,280,,62,,,,[SAT-AIS],7,TVRZNU9EZ3hNVFk1T0RneE1UWTVPQT09LWJudVZuVXBJUkplMmkvNGZydUhmSVE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-1.3347633,-0.66978335,98,189,,54,,,,[SAT-AIS],7,TWpVM05UVXlNalUzTlRVeU1qVTNOUT09LXUybEVYUEpYZlhXT0Z1WU9OekU0T0E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-6.9877434,-24.530483,17,276,,67,,,,[SAT-AIS],0,TVRZMk56azRNVFkyTnprNE1UWTJOdz09LVJxbk95b3VHLzRLRVNCVWttSDdWRFE9PQ==,,,,,,0,Unspecified Ship,Default,
-11.146255,-17.256371,190,320,,63,,,,[SAT-AIS],8,TnpFME9ERTJOekUwT0RFMk56RTBPQT09LUVTcmZ2L0U0SkppMFBTdnhlVnZydnc9PQ==,,,,,,8,Tanker,Underway using Engine,
-43.17868,-55.169449,162,211,,61,,,,[SAT-AIS],8,TVRJeE1qTXdNVEl4TWpNd01USXhNZz09LU56MXhWY0h4dUxHa0ZuM3FoNTlNMmc9PQ==,,,,,,8,Tanker,Underway using Engine,
-5.8511715,-33.182892,135,145,,56,,,,[SAT-AIS],8,TlRNM09ESXhOVE0zT0RJeE5UTTNPQT09LVgxVXZ2WFlBeFpvSW5xOFVsTDI1Wmc9PQ==,,,,,,8,Tanker,Underway using Engine,
-40.105114,-24.901581,138,96,,64,,,,[SAT-AIS],8,TnpnME1ERTJOemcwTURFMk56ZzBNQT09LTlUMlpxNTUzbWNPK1o2dXlEU3BycGc9PQ==,,,,,,8,Tanker,Underway using Engine,
-26.458334,-41.768333,110,288,,62,,,,[SAT-AIS],7,T1RZMk1EWTFPVFkyTURZMU9UWTJNQT09LWdEZGlMZC9mdlYvMXZsNXV4b0tiSnc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-9.4183779,-2.5024934,172,322,,59,,,,[SAT-AIS],7,T0RNME5EZ3pPRE0wTkRnek9ETTBOQT09LU9iaVNTZFcrRWs4WVdnRjd2djBucFE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-10.977652,3.399075,60,156,,58,,,,[SAT-AIS],8,T0RZNU1ESTFPRFk1TURJMU9EWTVNQT09LWdqTlVzT2hoeW0xbUNaUXBtbFF3dGc9PQ==,,,,,,8,Tanker,Underway using Engine,
-54.135681,-35.952808,96,182,,67,,,,[SAT-AIS],6,TWpJME9EZ3lNakkwT0RneU1qSTBPQT09LUU0RlhPU0tmZzRWWUw4RklYdHA3MFE9PQ==,,,,,,6,Passenger Vessel,Underway using Engine,
5.1860619,-144.50363,88,100,,58,,,,[SAT-AIS],2,TWpFeE1UUXhNakV4TVRReE1qRXhNUT09LVBZTmZ5Q2NRbmI4MWdHL2h3bWdrS2c9PQ==,,,,,,2,Fishing,Default,
-40.36581,-9.8854914,,,,68,,,,[SAT-AIS],1,TVRnNE1UQTFNVGc0TVRBMU1UZzRNUT09LTJOMnNGV0hlekpnWFd6ajZ3WWR1Q2c9PQ==,,,,,,1,Navigation Aids,Nav Aid,
-28.262133,-46.011005,,,,68,,,,[SAT-AIS],1,TmpjME56RTROamMwTnpFNE5qYzBOdz09LWh6MnArWmdVaGM5RWpTWFVuSGVDSmc9PQ==,,,,,,1,Navigation Aids,Nav Aid,
-37.625832,-12.01725,,,,68,,,,[SAT-AIS],1,T0RBME16SXlPREEwTXpJeU9EQTBNdz09LXdxMVZnZzBhMUN3ZlM3ZHdvdmZNNUE9PQ==,,,,,,1,Navigation Aids,Nav Aid,
-16.996666,-72.105003,0,99,,50,,,,[SAT-AIS],7,TVRrM056VTNNVGszTnpVM01UazNOdz09LTZqMnBUL2xIYm5nWjJQWHdVdGlzVlE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-38.656666,-22.481667,120,97,,64,,,,[SAT-AIS],7,TnpnNU1EZzNOemc1TURnM056ZzVNQT09LXZlWEVzRlZaa0w2bVIzSjZjQVIvS2c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-30.87203,-10.466105,108,278,,742,BRPNG,MT,229,IOLCOS HARMONY,7,1909,36,199,13,87376,6,,,,
-30.556667,-12.781667,110,280,,68,,,,[SAT-AIS],7,TVRJM05UVXpNVEkzTlRVek1USTNOUT09LTJIbnBmZ0NqTllPK1RBTVB5QmhkdkE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
0.28528199,9.5094805,0,166,29,33,GA OWE,PT,166,AFRICAN WIND,7,300091,27,152,14,28450,9,,,,
1.3869467,3.6526883,101,167,,68,,,,[SAT-AIS],8,T0RrNU1ERTNPRGs1TURFM09EazVNQT09LXo0bnRNRjlCdW9BZXN4M0dZbTNKY1E9PQ==,,,,,,8,Tanker,Underway using Engine,
7.1906466,-28.772573,163,197,,54,,,,[SAT-AIS],7,T1RRME1qSXdPVFEwTWpJd09UUTBNZz09LXV3eUVGdytkZlh3alFpazRneXdEZ0E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-24.506241,-40.221992,108,36,,63,,,,[SAT-AIS],8,TmpReE56Y3dOalF4Tnpjd05qUXhOdz09LXFtQkdQNTd0cEF0STRLUTN2dmlWZFE9PQ==,,,,,,8,Tanker,Underway using Engine,
-37.490391,-27.058828,110,86,,64,,,,[SAT-AIS],7,TnpRMU9URTFOelExT1RFMU56UTFPUT09LVhSdEI4eDNzT2YrVWZmOE1kRlV3Zmc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-34.7925,-13.136342,146,279,,1125,ZADUR=>BRPNG,LR,257,IRENES RESOLVE,7,755561,32,215,26,51060,11,,,,
-34.134441,-18.367388,148,279,,63,,,,[SAT-AIS],7,TXpjeU1UazNNemN5TVRrM016Y3lNUT09LTVJVEhvVzhpdUp6RDJiRWZ5Y1VGNmc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-31.388334,-0.45500001,120,282,,63,,,,[SAT-AIS],7,TWpRM05qZ3lNalEzTmpneU1qUTNOZz09LUg0dDZoeDU3RTlEeWxVSE5tK3pObWc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-28.016666,-38.641666,100,114,,62,,,,[SAT-AIS],8,TnpjeU5qVTNOemN5TmpVM056Y3lOZz09LUYwT1pyWHdhMHlwYTVXc2JQRXE5N3c9PQ==,,,,,,8,Tanker,Underway using Engine,
2.2360334,-12.642228,167,323,,58,,,,[SAT-AIS],7,T1RjNU1ESTJPVGM1TURJMk9UYzVNQT09LS9ERE1GVUhSbVNHUUgzNTkzWThNUnc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-29.625803,-34.326847,96,113,,63,,,,[SAT-AIS],7,TmpFMU5qQXpOakUxTmpBek5qRTFOZz09LStGZmlJUHpCVUw1Qzl0djFpVTRPUGc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
5.7695918,-50.673004,172,318,,49,USCRP,MH,336,SINGAPORE VOYAGER,8,5912817,60,283,34,319398,17,,,,
-26.258333,-27.248333,140,295,,62,,,,[SAT-AIS],7,TXpZeE9Ea3dNell4T0Rrd016WXhPQT09LVdBcEF0WHVzYmgyMUlBMmR1Mnh1dXc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-53.573376,-74.568481,91,148,150,618,RECALADA,MT,189,PEBBLE BEACH,7,2154,28,166,7,37003,6,,,,
-54.992279,-72.622284,121,124,,48,,,,[SAT-AIS],7,TWpFd09EUXlNakV3T0RReU1qRXdPQT09LU9GekZYSWdOdFJRd3d2UWpKbXZmenc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-1.364828,-8.8531075,177,145,,684,SGSIN,HK,399,CSCL PACIFIC OCEAN,7,994036,58,159,41,184320,11,,,,
-4.0093851,-7.0503917,176,146,,50,,,,[SAT-AIS],7,T1RBME9EVXpPVEEwT0RVek9UQTBPQT09LWQ3QTc2Yk9vMTRuWUM2NDNScjlyL3c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-41.004559,-14.556626,110,90,,63,,,,[SAT-AIS],7,T0RJMk5qWTBPREkyTmpZME9ESTJOZz09LUdVaE1yQkJiZHBJSnZiQ0o0Sm9kVEE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
8.2541838,-24.299294,111,26,,66,,,,[SAT-AIS],7,TlRJNU9EVXlOVEk1T0RVeU5USTVPQT09LXcxcWxZSEE3R09XbmhCV0U0MlN2TGc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-41.995598,-60.347752,73,89,,58,,,,[SAT-AIS],2,TnpjeU9UTTBOemN5T1RNME56Y3lPUT09LTRWOFN0RkNFdUVlWHRpYXJMdS9CQ2c9PQ==,,,,,,2,Fishing,Underway using Engine,
-37.890301,-13.175395,128,100,,64,,,,[SAT-AIS],8,TlRJek1UQTVOVEl6TVRBNU5USXpNUT09LUlSeW85K0JxQ3JtQnpGQzlpZE9RTnc9PQ==,,,,,,8,Tanker,Underway using Engine,
5.3289099,-79.60675,121,5,,343,PAPCN,MT,272,CMA CGM IMAGINATION,7,8417301,43,197,28,85016,11,,,,
6.3116665,-79.501663,120,8,,53,,,,[SAT-AIS],7,TmpjMU1qSTVOamMxTWpJNU5qYzFNZz09LS9pNEZrRFB0d3BadkllbFpQSmlHQ0E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-33.545753,-45.226387,108,265,,64,,,,[SAT-AIS],7,TXpBMk1UY3dNekEyTVRjd016QTJNUT09LUFDc3l1Zkx4d1o3ak5FVEU2SUZDK3c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
4.0541229,9.6910896,0,173,40,34,DOUALA,MH,199,AQUARIUS CONFIDENCE,7,6282294,32,168,2,63217,6,,,,
-4.4117217,-32.541412,143,209,207,35,BRSUA,LR,299,MSC NAIROBI X,7,685186,48,110,16,111000,11,,,,0
-47.678741,-62.704853,98,195,,64,,,,[SAT-AIS],2,TVRBd05Ea3pNVEF3TkRrek1UQXdOQT09LTZjYTFZTHVyOGtMdHplS1lYb1RJRnc9PQ==,,,,,,2,Fishing,Engaged in Fishing,
0.18558,-9.9328051,95,93,,399,WAF FOR ORDERS,MH,183,AGIOS NIKOLAOS,8,5534818,32,147,24,49988,88,,,,
0.13333334,-8.9916668,90,92,,47,,,,[SAT-AIS],8,TnprM01EVTFOemszTURVMU56azNNQT09LTZmTnkvZkpkY3ZxOXlnNzJNVTBQNEE9PQ==,,,,,,8,Tanker,Underway using Engine,
-51.710972,-57.123394,83,110,,1005,STANLEY,KY,23,AMUNDSEN,9,8873479,6,19,3,,,,,,-64
-52.049026,-53.474945,96,107,,48,,,,[SAT-AIS],9,TWpnek16QXdNamd6TXpBd01qZ3pNdz09LThSMXhmMlZGWkYyMVdlK0RHbitzUGc9PQ==,,,,,,9,Pleasure Craft,Underway by Sail,
-35.117722,-1.447152,116,269,,39,HK HKG>>AR ROS,HK,225,GREAT VICTORY,7,3546157,32,191,20,79932,6,,,,
-32.587337,-45.111172,96,271,,49,,,,[SAT-AIS],7,T0Rjek1USXdPRGN6TVRJd09EY3pNUT09LWlBZUtsT3RXMm1hMTErc3UxNDlZaUE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-8.8397932,-83.10202,123,126,,64,,,,[SAT-AIS],7,TlRJd05UWTROVEl3TlRZNE5USXdOUT09LXlZQWQyNDdDbVRMK3ZUR2k4YlU5M1E9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-34.307327,-5.7061381,111,89,,634,SINGAPORE,MH,228,VELA,7,3567896,32,205,21,81920,6,,,,
-34.372097,-3.6186082,106,89,,60,,,,[SAT-AIS],7,TWpFd05EQTFNakV3TkRBMU1qRXdOQT09LWJIaDFCTU5LcWtSUG43RUhmaUNXM3c9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
7.0956998,-18.758457,64,313,,58,,,,[SAT-AIS],2,T1RnNE1ERXdPVGc0TURFd09UZzRNQT09LWRlVWR0STRrb1o5MVBZSmNqTmNDdmc9PQ==,,,,,,2,Fishing,Engaged in Fishing,
-14.039866,-36.6898,111,197,202,117,BR RIG,HK,175,BELL BAY,7,686410,29,156,5,33541,6,,,,0
-14.242583,-36.775234,110,201,,46,,,,[SAT-AIS],7,TVRNM09UTXdNVE0zT1RNd01UTTNPUT09LVNIODVQSElFb3cxOThudVRDNXlBbXc9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
-5.7966666,-81.050003,0,289,,47,,,,[SAT-AIS],7,T0RFeE16UTFPREV4TXpRMU9ERXhNdz09LVhGZDlmZnhtcEE3WGgrQSt5QkJ1V1E9PQ==,,,,,,7,Cargo Vessel,At Anchor,
4.7447166,-33.390141,88,208,,46,,,,[SAT-AIS],7,TVRNMk9EVTFNVE0yT0RVMU1UTTJPQT09LXk0cm9QTGRINXE0NlorRFlnZ2R2elE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
5.2166667,-3.9783332,0,350,,68,,,,[SAT-AIS],8,TWprek56TXpNamt6TnpNek1qa3pOdz09LVl0VXFXc1MxUkxkMk1jbUo4SytUOXc9PQ==,,,,,,8,Tanker,Underway using Engine,
9.1300001,-44.169998,110,277,,65,,,,[SAT-AIS],7,T1RrM05EazNPVGszTkRrM09UazNOQT09LXZhMHUvVlkxRXdtVm40VVNUZnJ1NlE9PQ==,,,,,,7,Cargo Vessel,Underway using Engine,
